Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
27883214,"Caraval (Caraval, #1)",Stephanie Garber,"Garber, Stephanie",,"=""1250095255""","=""9781250095251""",5,3.97,Flatiron Books,Hardcover,407,2017,2016,,2018/06/11,,,read,,,,1,0
68428,"Mistborn: The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""9780765311788""",0,4.49,Tor Books,Hardcover,541,2006,2006,,2018/03/09,,,read,,,,1,0
28954189,"Scythe (Arc of a Scythe, #1)",Neal Shusterman,"Shusterman, Neal",,"=""""","=""""",0,4.32,Simon & Schuster Books for Young Readers,Hardcover,435,2016,2016,,2018/06/02,,,read,,,,1,0
4556058,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,"Riordan, Rick",,"=""1423101472""","=""9781423101475""",4,4.55,Disney-Hyperion Books,Hardcover,381,2009,2009,,2018/02/27,,,read,,,,1,0
385742,"Gregor and the Prophecy of Bane (Underland Chronicles, #2)",Suzanne Collins,"Collins, Suzanne",,"=""0439650763""","=""9780439650762""",4,4.21,Scholastic Paperbacks,Paperback,312,2013,2004,,2018/02/27,,,read,,,,1,0
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",4,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,,2018/02/27,,,read,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",4,4.43,Arthur A. Levine Books,Hardcover,352,1999,1998,,2018/02/27,,,read,,,,1,0
12127750,"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,"Riordan, Rick",,"=""1423140605""","=""9781423140603""",4,4.47,Disney-Hyperion Books,Hardcover,586,2012,2012,,2018/02/27,,,read,,,,1,0
537070,"Gregor and the Code of Claw (Underland Chronicles, #5)",Suzanne Collins,"Collins, Suzanne",,"=""043979143X""","=""9780439791434""",4,4.32,Scholastic Press,Hardcover,412,2007,2007,,2018/02/27,,,read,,,,1,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",4,4.58,Scholastic Inc.,Mass Market Paperback,547,2004,1999,,2018/02/27,,,read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""0439554934""","=""9780439554930""",4,4.47,Scholastic Inc,Hardcover,309,2003,1997,,2018/02/27,,,read,,,,2,0
